date,open,high,low,close,volume
2024-10-28,2498.598401650749,2622.9285605153905,2298.7105295186893,2337.588623046875,21535158
2024-10-29,2373.7684842619137,2495.6000427312774,2350.731358574919,2378.865478515625,7937427
2024-10-30,2389.7595416189865,2448.626422083076,2368.821091908788,2440.281005859375,2849157
2024-10-31,2451.6247457111485,2757.15330871794,2440.3310321625245,2720.573974609375,12359372
2024-11-01,2778.4413673090976,2908.3684816077243,2774.993350384229,2888.479736328125,5382498
2024-11-04,2908.0185313659927,3014.309001070901,2710.479446586301,2988.92333984375,12683686
2024-11-05,2978.329218157336,3566.799147377897,2929.6565713459163,3470.7529296875,14195138
2024-11-06,3433.074206435575,3740.9015297491583,3423.079812821498,3634.561279296875,9495315
2024-11-07,3571.996214659155,3617.770585404893,3298.149834464245,3346.7724609375,5831790
2024-11-08,3303.0971079078968,3412.0860203644,3055.0363042615345,3131.943115234375,4885739
2024-11-11,3069.2783344918507,3120.249742847137,2818.768951617813,2821.217529296875,4711657
2024-11-12,2819.418342106517,3012.3101322612697,2760.7012816319484,2868.390869140625,3934523
2024-11-13,2903.4713376788154,2968.3348535436407,2782.439135442928,2874.1376953125,2124099
2024-11-14,2898.3740415694724,2966.335915647653,2870.389740478457,2915.814208984375,1428158
2024-11-18,2948.346103920995,3184.2137922346747,2891.677941165026,3112.703857421875,3696718
2024-11-19,2948.346022593566,3042.293319584683,2878.385269515075,2900.173095703125,3339933
2024-11-21,2881.3835422419493,2913.365600289727,2688.491754641292,2719.924072265625,2282806
2024-11-22,2736.465009924192,2803.427448077925,2670.502011145888,2703.683349609375,1588761
2024-11-25,2788.3857370413143,2788.3857370413143,2563.5619063728354,2595.144287109375,3059199
2024-11-26,2610.585708689391,2620.8299624417537,2510.591748871677,2524.43408203125,2558847
2024-11-27,2542.7736634961275,2676.4987035339373,2533.079150151891,2606.2880859375,2887896
2024-11-28,2642.3679290570217,2684.8441031353013,2603.889512539051,2632.37353515625,1988167
2024-11-29,2640.1191524581222,2690.490799392044,2583.55078619184,2666.25439453125,1299617
2024-12-02,2693.489020977669,2795.4318336454694,2673.550254947804,2738.763671875,2898505
2024-12-03,2753.4554931166363,2763.5499284605985,2688.491933387932,2695.43798828125,1257966
2024-12-04,2700.485173623574,2762.750295080412,2693.4890980442383,2720.623779296875,1211550
2024-12-05,2730.8182871372,2947.346731180403,2713.477916295285,2837.75830078125,4528208
2024-12-06,2887.1803809113744,2973.3320022255302,2850.4009648225924,2901.472412109375,3709349
2024-12-09,2916.763787761769,2990.322623700284,2900.3730795381766,2969.63427734375,2843345
2024-12-10,3018.3069499606136,3183.214448882303,3018.3069499606136,3132.892578125,5205256
2024-12-11,3141.2379863192964,3229.188652178698,3132.892569854999,3172.920166015625,2544371
2024-12-12,3233.186392403561,3443.51836100044,3208.250428687939,3290.404296875,8948458
2024-12-13,3268.166601490153,3278.060953232617,3160.227154101487,3215.246337890625,3292067
2024-12-16,3223.191912700798,3255.7237124343887,3109.405644785815,3131.393310546875,2066749
2024-12-17,3131.343575866136,3243.680463026355,3079.2726872852254,3099.261474609375,3220058
2024-12-18,3109.2558331245427,3143.2367711914776,3015.9082949774624,3040.4443359375,2029095
2024-12-19,2948.346096136021,3106.257514166358,2939.401162712901,3037.396240234375,2375391
2024-12-20,3071.8269161731314,3084.219866726181,2863.3937873214595,2877.73583984375,2106023
2024-12-23,2920.3618156713064,2966.3360263218474,2828.8630932823608,2930.805908203125,2082511
2024-12-24,2957.041092295208,3028.3011652147047,2857.147180217009,2867.091552734375,1921221
2024-12-26,2885.481481107464,2898.3741512823576,2809.4240480188646,2821.567138671875,1091798
2024-12-27,2825.415026827997,2848.402131750899,2779.740697586285,2788.83544921875,784366
2024-12-30,2798.4300828193063,2852.2997643120825,2757.253231829998,2773.893798828125,1058039
